id,datetime,created_at,screen_extracted_id,project,sector,state,announced,promised_capital_usd,promised_jobs,promised_first_output,actual_first_output,current_status,lag_years,slip_years,verification_tier,notes,promise_source,status_source,flag,promised_date_source,announced_dt,promised_first_output_dt,actual_first_output_dt,announced_raw,promised_first_output_raw,actual_first_output_raw
11,2026-08-30T19:51:05Z,2026-08-30T19:51:05Z,11,Ford BlueOval Battery Park Michigan,Battery,MI,2023-02,3500000000,1700,2026,pending,Active — Apr 2026 Update: Construction progressing. Ford retains this Michigan LFP plant (separate from dissolved Kentucky JV). Uses licensed CATL technology. Production targeted 2026.,-1.0,-1.0,V1,"LFP battery cell factory using CATL technology in Marshall MI Operator: Ford Motor Company. Site region (per source): Midwest. Site industry slug: 'battery'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://media.ford.com/content/fordmedia/fna/us/en/news/2024/07/09/blueoval-battery-park-michigan-construction-progresses-alongside.html,https://www.fromtheroad.ford.com/us/en/articles/2026/blueoval-battery-park-michigan-hiring-and-lfp-production,Resolved: human-verified and promoted from screen_extracted #11,https://www.michiganbusiness.org/press-releases/2023/02/marshall-ford-investment/,2023-02-15,2026-07-01,,"Ford and Gov. Whitmer announced the $3.5B Marshall LFP plant, February 13, 2023",2026,Active
12,2026-08-30T19:51:21Z,2026-08-30T19:51:21Z,12,Ford BlueOval City,Auto Assembly,TN,2021-09,5600000000,5800,2028,pending,Active – Construction complete; EV production delayed to 2028 — Apr 2026 Update: Construction completed September 2025. Battery production delayed to 2027; full vehicle production delayed to 2028 due to slower EV demand. Ford ended SK On JV but BlueOval City (Tennessee) is separate from Kentucky battery park.,-1.0,-1.0,V1,"Integrated EV manufacturing campus for F-Series electric trucks in Stanton TN Operator: Ford Motor Co.. Site region (per source): Southeast. Site industry slug: 'automotive'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://corporate.ford.com/operations/blue-oval-city.html,https://tennesseelookout.com/2025/12/16/ford-scraps-plans-for-electric-pickup-at-blueoval-city-turns-to-gas-powered-truck-models/,Resolved: human-verified and promoted from screen_extracted #12,https://en.wikipedia.org/wiki/BlueOval_City,2021-09-15,2028-07-01,,"Ford announced BlueOval City at Stanton TN, September 27, 2021",2028,Active – Construction complete; EV production delayed to 2028
13,2026-08-30T19:52:01Z,2026-08-30T19:52:01Z,13,Ford–SK BlueOval SK Battery Park,Battery,KY,2021-09,5800000000,5000,2026,pending,Delayed – JV dissolved Dec 2025; Ford taking sole control — Apr 2026 Update: Ford and SK On dissolved BlueOval SK joint venture in December 2025. Ford taking full sole ownership of Kentucky plant. Plant closed Feb 14 2026 pending restructuring. Second planned plant paused.,-1.0,-1.0,V1,"Twin battery gigafactories with 86 GWh combined capacity in Glendale KY Operator: Ford Motor Co. and SK On. Site region (per source): Southeast. Site industry slug: 'battery'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.wdrb.com/news/business/ford-ends-sk-on-partnership-takes-full-control-of-kentucky-battery-plant-amid-ev-downturn/article_31999428-a218-4ca9-a25c-5d366c3a6b21.html,https://www.wkyufm.org/news/2025-12-23/now-theyre-left-in-the-rain-blueoval-workers-in-glendale-face-feb-14-closing-date,Resolved: human-verified and promoted from screen_extracted #13,https://www.kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=2561,2021-09-15,2026-07-01,,"Ford and SK announced BlueOval SK Battery Park in Glendale KY, September 27, 2021",2026,Delayed – JV dissolved Dec 2025; Ford taking sole control
14,2026-08-30T19:52:30Z,2026-08-30T19:52:30Z,14,GM Orion EV + Ultium Battery Projects,Auto Assembly,MI,2022-01,6500000000,4000,2025,pending,Delayed – EV production delayed 2+ years; pivoting to gas trucks — Apr 2026 Update: GM delayed electric pickup production at Orion by 2+ years. GM posted $6B writedown in Q4 2025 for EV losses. Orion plant now planned to produce gas-powered Cadillac Escalade and Silverado/Sierra trucks starting 2027.,-1.0,-1.0,V1,"EV truck production conversion at Orion Assembly and Ultium battery factory in Lansing MI Operator: General Motors & LG Energy Solution. Site region (per source): Midwest. Site industry slug: 'automotive'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.gm.com/stories/manufacturing-ultium-evs-trucks,https://insideevs.com/news/758106/gm-orion-changes-ev-plans/,Resolved: human-verified and promoted from screen_extracted #14,https://investor.gm.com/news-releases/news-release-details/gm-accelerates-its-drive-lead-ev-industry-7-billion-investment/,2022-01-15,2025-07-01,,"GM announced $7B across four Michigan sites incl. Orion and Ultium Lansing, January 25, 2022",2025,Delayed – EV production delayed 2+ years; pivoting to gas trucks
15,2026-08-30T19:54:11Z,2026-08-30T19:54:11Z,15,GlobalFoundries Burlington Expansion,Semiconductors,VT,2025-06,4000000000,400,pending,pending,Active – New addition — Apr 2026 Update: Announced June 2025 alongside NY expansion. Vermont fab produces specialty chips for aerospace and defense. Part of $16B total plan.,-1.0,-1.0,V1,"Expansion of Burlington Vermont fab as part of $16B total U.S. investment plan Operator: GlobalFoundries. Site region (per source): Northeast. Site industry slug: 'semiconductor'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://vtdigger.org/2025/06/04/globalfoundries-to-invest-16b-in-chip-manufacturing-in-vermont-and-new-york/,https://www.wcax.com/2026/05/21/globalfoundries-gets-375-million-federal-funding-expand-manufacturing/,Resolved: human-verified and promoted from screen_extracted #15,https://vermontbiz.com/news/2025/june/04/globalfoundries-announces-16b-us-investment-restore-chip-manufacturing-vermont,2025-06-15,,,Announced June 2025,TBD,Active – New addition
16,2026-08-30T19:55:25Z,2026-08-30T19:55:25Z,16,GlobalFoundries Fab 8 Expansion,Semiconductors,NY,2025-06,12000000000,2500,2025,pending,"Active – Part of $16B plan — Apr 2026 Update: In June 2025 GlobalFoundries announced $16B total investment across NY and VT. Malta NY fab expansion is the primary component. Focused on AI, aerospace, and automotive chips.",-1.0,-1.0,V1,"Capacity increase and second fab at Malta campus; part of $16B total NY/VT plan Operator: GlobalFoundries. Site region (per source): Northeast. Site industry slug: 'semiconductor'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://gf.com/gf-press-release/globalfoundries-announces-16b-u-s-investment-to-reshore-essential-chip-manufacturing-and-accelerate-ai-growth/,https://www.timesunion.com/business/article/globalfoundries-signs-chips-contract-second-malta-19931710.php,Resolved: human-verified and promoted from screen_extracted #16,https://vermontbiz.com/news/2025/june/04/globalfoundries-announces-16b-us-investment-restore-chip-manufacturing-vermont,2025-06-15,2025-07-01,,"GlobalFoundries announced the $16B NY+VT programme, June 4, 2025 (the site frames Fab 8 as its primary component)",2025-2027,Active – Part of $16B plan
17,2026-08-30T19:58:32Z,2026-08-30T19:58:32Z,17,GlobalWafers 300mm Wafer Plant,Semiconductors,TX,2022-06,7500000000,650,2025,pending,"Active — Apr 2026 Update: Construction progressing in Sherman TX. Expected to produce silicon wafers for U.S. chip fabs, reducing dependence on Asian suppliers.",-1.0,-1.0,V1,"First U.S. 300mm silicon wafer facility in Sherman, TX Operator: GlobalWafers. Site region (per source): South. Site industry slug: 'semiconductor'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.ci.sherman.tx.us/CivicAlerts.aspx?AID=454,https://focustaiwan.tw/business/202601210020,Resolved: human-verified and promoted from screen_extracted #17,https://www.sas-globalwafers.com/en/gwc_news_en_20220627/,2022-06-15,2025-07-01,,"GlobalWafers selected Sherman TX, June 27, 2022",2025-2028,Active
18,2026-08-30T19:58:43Z,2026-08-30T19:58:43Z,18,Gotion EV Battery Gigafactory (Illinois),Battery,IL,2023-09,2000000000,2600,2025,2025-10,Active – Illinois plant operating; Michigan plant cancelled — Apr 2026 Update: Illinois plant operational with Pack Line A running as of Oct 2025. Expanding workforce to 450 jobs. Note: Gotion's separate Michigan plant was abandoned in Oct 2025.,2.1,0.3,V1,"40 GWh lithium-ion battery production in Manteno IL Operator: Gotion High-Tech. Site region (per source): Midwest. Site industry slug: 'battery'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://gotionillinois.com/wp-content/uploads/2025/11/Shaw-Local-Gotion-Update.pdf,https://www.shawlocal.com/daily-journal/2025/11/18/gotion-gives-updates-on-manteno-plant/,Resolved: human-verified and promoted from screen_extracted #18,https://www.illinoisedc.org/news/gov-pritzker-and-gotion-announce-new-2-billion-electric-vehicle-battery-gigafactory-in-kankakee-county/,2023-09-15,2025-07-01,2025-10-15,"Gov. Pritzker and Gotion announced the $2B Manteno gigafactory, September 2023",2025,"the aggregator's own prose dates first output precisely -- 'Illinois plant operational with Pack Line A running as of Oct 2025' -- but the deterministic pass will not date a row from a sentence it cannot attribute, so the date is carried here instead. Corroborated independently: local reporting confirms the Manteno plant running production lines through late 2025"
19,2026-08-30T19:58:54Z,2026-08-30T19:58:54Z,19,Gotion Michigan Plant (CANCELLED),Battery,MI,2022-10,2400000000,2350,never,never,Cancelled — Apr 2026 Update: Gotion abandoned the Michigan plant in October 2025 amid local opposition and national security concerns. State clawing back $24M in grants. Gotion suing Green Charter Township for damages.,-2.0,-2.0,V1,"Planned $2.4B lithium-iron phosphate battery plant in Big Rapids MI — abandoned Oct 2025 Operator: Gotion High-Tech. Site region (per source): Midwest. Site industry slug: 'battery'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.reuters.com/world/us/chinese-battery-company-abandons-plan-build-michigan-plant-state-says-2025-10-23/,https://bridgemi.com/business-watch/michigan-gotion-battery-plant-plan-is-dead-after-years-of-controversy/,Resolved: human-verified and promoted from screen_extracted #19,https://bridgemi.com/business-watch/michigan-gotion-battery-plant-plan-is-dead-after-years-of-controversy/,2022-10-15,,,The Green Charter Township plan was introduced in October 2022 (state support ended October 2025),Cancelled,Cancelled
20,2026-08-30T20:00:18Z,2026-08-30T20:00:18Z,20,HSC Steel Production Plant,Steel,LA,2025-03,5800000000,5500,2026,pending,Active — Apr 2026 Update: Construction underway. Will supply Hyundai's Georgia Metaplant with domestically produced steel. Uses hydrogen-based steelmaking to reduce carbon emissions.,-1.0,-1.0,V1,"1,700-acre ultra-low carbon steel production plant in Ascension Parish LA Operator: Hyundai. Site region (per source): Southeast. Site industry slug: 'metals'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.opportunitylouisiana.gov/news/louisiana-wins-again-governor-jeff-landry-led-secure-5-8-billion-hyundai-steel-plant,https://www.thecentersquare.com/louisiana/article_a2926a30-1f51-4a15-a7ce-0c1797f8944f.html,Resolved: human-verified and promoted from screen_extracted #20,https://www.opportunitylouisiana.gov/news/louisiana-wins-again-governor-jeff-landry-led-secure-5-8-billion-hyundai-steel-plant,2025-03-15,2026-07-01,,"Gov. Landry and LED announced the $5.8B Hyundai steel mill, March 24, 2025",2026-2029,Active
21,2026-08-30T20:04:08Z,2026-08-30T20:04:08Z,21,Honda–LG EV Battery Plant,Battery,OH,2022-10,3500000000,2200,2025,2026-07-01,Active – Honda retreating from EV; plant future uncertain — Apr 2026 Update: Plant built and operational. However Honda announced major EV strategy retreat in March 2026 — scaling back EV plans by $15.7B. LG Energy sold plant building to Honda in Dec 2025 sale-leaseback. Plant future uncertain as Honda pivots to hybrids.,3.7,1.0,V1,"Battery gigafactory with 40 GWh capacity for Honda and Acura EVs in Jeffersonville OH Operator: Honda/LG Energy Solution. Site region (per source): Midwest. Site industry slug: 'battery'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://lgeshonda.com/,https://www.electrive.com/2026/01/05/lg-energy-solution-sells-us-plant-building-to-honda/,Resolved: human-verified and promoted from screen_extracted #21,https://governor.ohio.gov/media/news-and-media/governor-dewine-announces-honda-to-invest-in-ohio-for-electric-vehicle-production-including-new-battery-plant-with-lg-energy-solution-10112022,2022-10-15,2025-07-01,2026-07-01,"Honda and LG Energy Solution announced Jeffersonville OH, October 11, 2022",2025,Active – Honda retreating from EV; plant future uncertain Plant built and operational. However Honda announced major EV strategy retreat in March 2026 — scaling back EV plans by $15.7B. LG Energy sold plant building to Honda in Dec 2025 sale-leaseback. Plant future uncertain as Honda pivots to hybrids.
22,2026-08-30T20:04:47Z,2026-08-30T20:04:47Z,22,Hyundai Motor Group Metaplant,Auto Assembly,GA,2022-05,7590000000,8500,2025,2024-10,"Active – Producing vehicles — Apr 2026 Update: Plant opened and producing EVs including Ioniq 5, Ioniq 6, and GV70. LG Energy battery module plant co-located on campus. Hyundai committed additional investment amid tariff concerns.",2.4,-0.7,V1,"EV production and battery cell manufacturing in Bryan County GA Operator: Hyundai Motor Co. with LG Energy Solution. Site region (per source): Southeast. Site industry slug: 'automotive'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.npr.org/2025/03/31/nx-s1-5342658/hyundai-georgia-plant-electric,https://www.hyundai.com/worldwide/en/newsroom/detail/hyundai-motor-group-metaplant-america-celebrates-grand-opening%2C-powering-u.s.-economic-growth-0000000920,Resolved: human-verified and promoted from screen_extracted #22,https://georgia.org/hyundai-motor-group-metaplant-america,2022-05-15,2025-07-01,2024-10-15,"Gov. Kemp and Hyundai announced the Bryan County GA plant, May 20, 2022",2025,Metaplant America began vehicle production in October 2024 (grand opening March 2025)
23,2026-08-30T20:08:02Z,2026-08-30T20:08:02Z,23,Intel Chandler Expansion,Semiconductors,AZ,2021-03,20000000000,3000,2024,2025-10-09,"Active — Apr 2026 Update: Fab 52 construction complete; Fab 62 progressing. Intel entered pact with Tesla/SpaceX/xAI for Terafab AI chip complex in Texas (Apr 2026), signaling renewed foundry momentum.",4.6,1.3,V1,"Expansion with two new state-of-the-art fabs (52 and 62) Operator: Intel Corporation. Site region (per source): Southwest. Site industry slug: 'semiconductor'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.enr.com/articles/58334-intels-20b-arizona-chip-plant-project-poised-to-make-national-impact,https://www.datacenterdynamics.com/en/news/intel-details-clearwater-forest-data-center-processor-architecture-announces-new-arizona-fab-52-is-fully-operational/,Resolved: human-verified and promoted from screen_extracted #23,https://newsroom.intel.com/press-kit/press-kit-intel-builds-arizona,2021-03-15,2024-07-01,2025-10-09,"Intel announced Fab 52 and Fab 62 at Ocotillo, Chandler AZ, March 23, 2021",2024,Active
24,2026-08-30T20:08:16Z,2026-08-30T20:08:16Z,24,Intel Fab 9 Advanced-Packaging Hub,Semiconductors,NM,2021-05,3500000000,700,2024,2024-01,Active — Apr 2026 Update: Fab 9 opened and became operational in January 2024. Produces high-volume Foveros 3D packaging. Intel received $500M CHIPS Act grant for this facility.,2.7,-0.5,V1,"High-volume Foveros 3D advanced packaging facility in Rio Rancho Operator: Intel. Site region (per source): Southwest. Site industry slug: 'semiconductor'. Retrieved from the Engineered-Vision Manufacturing Megaprojects Tracker (https://map.engineered-vision.com/), vintage Apr 2026 Update.",https://www.bizjournals.com/albuquerque/news/2025/04/19/billions-boost-new-mexico-chip-production.html,https://newsroom.intel.com/intel-foundry/intels-us-advanced-packaging-enables-next-generation-ai-semiconductors,Resolved: human-verified and promoted from screen_extracted #24,https://www.intel.com/content/www/us/en/newsroom/resources/new-mexico-investment.html,2021-05-15,2024-07-01,2024-01-15,"Intel announced the $3.5B New Mexico advanced-packaging investment, May 3, 2021",2024,Active Fab 9 opened and became operational in January 2024. Produces high-volume Foveros 3D packaging. Intel received $500M CHIPS Act grant for this facility.
